「……私に何か？」	「嗯？谁在呼唤我？」
「こうやって亀頭が擦れるだけで…気持ちが、あっ♥　いい、あんっ！」	「像这样龟头摩擦就……好舒服，啊♥ 唔...嗯！」
「擦るだけで満足できるのか…？」	「只是摩擦一下就能满足了吗…？」
「え？　これはこれでいいものだって？　…そういうものか…」	「诶？这样舒服吗？…是这样吗…」
%ANAME(TARGET)%はそう言うとその太股でも陰茎を擦り上げ始めた…	%ANAME(TARGET)%说道，然后用大腿摩擦着肉棒…
「お前の、ソレと、私のココを擦りつけるのか…」	「你的...那个...要在我的那里摩擦吗…」
まだ慣れない様子の%ANAME(TARGET)%。%ANAME(MASTER)%は自分で亀頭を淫核の元へと持っていくと軽くつついてみた…	%ANAME(TARGET)%看起来还不习惯的样子。%ANAME(MASTER)%用自己的龟头轻抚着阴蒂…
「ふあああっ！　そこは…感じ過ぎてしまう…」	「啊...额嗯！那里…嗯....太敏感了啊…」
「お前のチンポと、あんっ♥　私のクリがキスするたびに、電撃が走ったみたいに…気持ちいいぃぃっ！♥♥」	「你的肉棒，啊...♥　每次和我那里接吻时、就像是触电了一样…好舒服啊♥♥」
%ANAME(TARGET)%は奉仕するのも忘れてその快楽に身を悶え続けている	%ANAME(TARGET)%忘了侍奉，沉浸在快感之中
「私の脚で、キモチよくしてやろう♥」	「用我的脚、让你变得舒服吧♥」
「脚でシてやろう」	「用脚来做吧」
「ふふ…♥　こっちも見てみるか？」	「fufu…♥　这边也要看看嘛？」
%ANAME(TARGET)%は足コキ中、%ANAME(MASTER)%に自らの秘所を中まで見えるよう開帳している	%ANAME(TARGET)%用脚爱抚着肉棒，为了能让%ANAME(MASTER)%看见自己的秘处而张开了腿
「ああ♥　すごい視線を感じるぞ♥」	「啊啊♥　能感受到炙热的视线呢♥」
「私の脚でキモチよくしてあげるからな♥　どうだ？%ANAME(MASTER)%♥」	「我的脚真的有那么舒服吗♥　感觉怎么样？%ANAME(MASTER)%♥」
%ANAME(TARGET)%のすべすべの美脚が%ANAME(MASTER)%の肉棒に快感を与えていく…	%ANAME(TARGET)%柔若无骨的脚丫给%ANAME(MASTER)%的肉棒带来着无比的快感…
「痛かったらすぐに言ってくれよ？　痛いよりキモチよくなってほしいからな…♥」	「痛的话马上告诉我吧？　比起疼痛更希望你感觉舒服呢…♥」
%ANAME(TARGET)%のすべすべの足裏が%ANAME(MASTER)%の肉棒を優しく挟み、擦りあげていく	%ANAME(TARGET)%用光滑的脚丫包裹着%ANAME(MASTER)%的肉棒、温柔地摩擦着
「ああ♥　足にお前の熱を感じて…私もキモチいいぞ…♥」	「啊啊♥　能从脚上感觉到你的热度呢…我也舒服哦…♥」
「ふふ…♥　どこを見ているんだ？」	「fufu…♥　你在看哪呢？」
%ANAME(MASTER)%は足コキで丸見えになった%ANAME(TARGET)%の秘所に目を奪われている	%ANAME(MASTER)%被足交后变得湿润的%ANAME(TARGET)%的秘处夺走了目光
「脚の綺麗さには自信があるぞ、どうだ？　%ANAME(MASTER)%♥」	「我对脚还是很有自信的哦，感觉怎么样？%ANAME(MASTER)%♥」
%ANAME(TARGET)%のすべすべの美脚が%ANAME(MASTER)%の肉棒を捉える	%ANAME(TARGET)%用光滑的脚丫抓住了%ANAME(MASTER)%的肉棒
「痛かったら言っておくれ？　痛いよりキモチよくなってほしいからな…♥」	「痛的话马上告诉我吧？　比起疼痛更希望你感觉舒服呢…♥」
「脚でシてほしいって？」	「你说要用脚来做？」
「ふふ…♥　こっちも見てみたいか？」	「fufu…♥　这边也要看看嘛？」
「ああ♥　すごい視線を感じる♥」	「啊啊♥　能感受到炙热的视线呢♥」
「私の脚でキモチよくしてあげるからな♥　どうだ？　%ANAME(MASTER)%♥」	「我的脚真的有那么舒服吗♥　感觉怎么样？%ANAME(MASTER)%♥」
%ANAME(TARGET)%のすべすべの足裏が%ANAME(MASTER)%の肉棒を挟み、擦りあげていく	%ANAME(TARGET)%用光滑的脚丫包裹着%ANAME(MASTER)%的肉棒、温柔地摩擦着
「ふふ…♥　尻尾でも相手してやるぞ」	「fufu…♥　连尾巴也一块上哦」
「尻でもシゴいてほしいのか？」	「想用臀部做？」
「ふふ…♥　尻尾も一緒に楽しんでおくれ♥」	「fufu…♥　尾巴也一块享受吧♥」
%ANAME(TARGET)%は尻で肉棒を捉えながら、尻尾で%ANAME(MASTER)%の全身を撫でるように愛撫している	%ANAME(TARGET)%一边用臀部夹住肉棒一边用尾巴抚摸着%ANAME(MASTER)%的全身
%ANAME(TARGET)%が尻コキをする中、%ANAME(MASTER)%は目の前でゆさゆさ揺れる尻尾に魅せられて思わず飛びついた	%ANAME(TARGET)%用臀部摩擦着肉棒时，%ANAME(MASTER)%被摇摆不定的尾巴所吸引，不由自主地将脸埋了进去
ふかふかの尻尾に顔をうずめて深呼吸すると、脳を蕩かすようなとてもいい匂いがする…	把脸埋在蓬松的尾巴上吸的话，就闻到一股让人头脑发热的香味……
「ひゃん♥　もう、そんなにされたらちょっと恥ずかしいぞ…♥」	「啊啦♥　真是的，那样做的话有点不好意思啊…♥」
「私のお尻、柔らかいだろう？　尻尾も存分に触っていいからな♥」	「我的屁股很柔软吧？尾巴也可以尽情地抚摸哦♥」
%ANAME(TARGET)%は肉棒を尻で挟みつつ、尻尾を%ANAME(MASTER)%の全身に絡みつかせている	%ANAME(TARGET)%用臀部夹住肉棒，尾巴缠绕在%ANAME(MASTER)%的全身
%ANAME(TARGET)%は尻で肉棒を捉えながら、尻尾で%ANAME(MASTER)%の身体を愛撫している	%ANAME(TARGET)%一边用臀部夹住肉棒一边用尾巴爱抚着%ANAME(MASTER)%的身体
%ANAME(TARGET)%が尻コキをする中、%ANAME(MASTER)%は目の前でゆさゆさ揺れる尻尾を思わず抱きしめた	%ANAME(TARGET)%臀交时、%ANAME(MASTER)%不由地抱住了眼前摇摆不定的尾巴
「ひゃぁ♥　もう、そんなに尻尾が気になるか？　%ANAME(MASTER)%♥」	「啊啦♥　已经这么在意尾巴了吗？　%ANAME(MASTER)%♥」
「お尻も柔らかいだろう？　尻尾も触っていいぞ♥」	「我的屁股很柔软吧？尾巴也可以尽情地抚摸哦♥」
「尻でもシゴいてやろう」	「要用臀部舒服起来啊」
「たまにはこういう趣向もいいだろう？」	「偶尔这样做也蛮有趣的嘛？」
「コレでしてやろう」	「就用这个吧」
「こういうのもキモチいいだろう？　…まあ、私の中の方がずっとキモチいいはずだけどな」	「这样也很舒服吧？　…嘛，我心里也很愉悦哦」
%ANAME(TARGET)%はオナホの快感に悶える%ANAME(MASTER)%の姿を面白そうに眺めている	%ANAME(TARGET)%饶有兴致地看着沉浸于飞机杯快感中的%ANAME(MASTER)%的样子
「……私よりこっちがいいのか？」	「……比我这边更好吗？」
%ANAME(TARGET)%は不満気に頬を膨らませている	%ANAME(TARGET)%不满地嘟着脸
「これがいいのか？」	「这样舒服吗？」
「絶対私の方がキモチいいのに…」	「我肯定比这好…」
「九尾の尻尾で奉仕されるなんて、幸せ者だぞ？　お前は♥」	「你啊...能让九尾用尾巴服务，真是幸福的人啊？♥♥」
「九尾の尻尾、存分に味わうと良い」	「九尾的尾巴，好好享受吧」
%ANAME(TARGET)%の尻尾が%ANAME(MASTER)%の肉棒をくまなく包んで愛撫している	%ANAME(TARGET)%用尾巴把%ANAME(MASTER)%的肉棒包裹得紧紧的，爱抚着
毛先がまるで筆のように、カリ首や鈴口を的確になぞって刺激し極上の快感を与えてくる	尾巴的发梢就像笔尖一样，精准地描绘着龟头和马眼，刺激着它们，给予着无上的快感
「あ、涎たれてるぞ。…ちゅぅ…♥　ふふ、そんなにキモチいいんだな♥」	「啊、都流口水了…嗯…fufu、有这么舒服嘛♥」
「ふふふ…♥　ココを責められると弱いみたいだな♥」	「呵呵…♥　捉弄这里的话看起来很敏感嘛♥」
%ANAME(TARGET)%はペニスの鈴口をチロチロと尻尾で刺激し、%ANAME(MASTER)%の射精を待ちわびている…	%ANAME(TARGET)%刺激着肉棒的马眼，期待着%ANAME(MASTER)%射精…
「先走りがどんどん出てくるな♥　もっと尻尾でキモチよくなってくれ♥」	「不要急着出来哦♥　再多感受一下尾巴的魅力吧♥」
「私の尻尾でシゴかれるの、どうだ？　毎日手入れしているから綺麗だろう？　ふふ♥」	「被我的尾巴轻抚着，感觉如何？　因为每天都在保养所以很漂亮吧？fufu♥」
%ANAME(MASTER)%はペニスを包み込む感触が与える天国のような快感に悶えている	%ANAME(MASTER)%因为包裹肉棒的触感带来的天堂般的快感而失神
「あぁ、そんなにキモチいいんだな♥　もっとよがっていいんだぞ♪」	「啊啦♥这么舒服嘛♥ 那么...再多做点好了♪	」
「ふふ…♥　お前のコレと私の尻尾、とても相性がいいみたいだな…♥」	「fufu…♥　你的那个和我的尾巴、相性好像不错呢…♥」
%ANAME(TARGET)%の尻尾は肉棒を極上の感触で包み込み、%ANAME(MASTER)%の射精の時を待ちわびている…	%ANAME(TARGET)%的尾巴用极上的触觉包住肉棒、期待着%ANAME(MASTER)%射精的那一刻…
「ふふ…♥　私の尻尾でキモチよくなってくれると、とても嬉しいよ♥」	「fufu…♥　如果能用我的尾巴变舒服的话，我也会很开心的♥」
%ANAME(TARGET)%の尻尾は毛先がまるで筆のようになってカリ首や鈴口を刺激し、%ANAME(MASTER)%を射精へ導いていく	%ANAME(TARGET)% 尾巴的发梢就像笔一样，刺激着龟头和马眼、引导着%ANAME(MASTER)%射精
「私の尻尾でシゴかれるの、どうだ？」	「被我的尾巴轻抚着，感觉如何？」
「毎日手入れしているから綺麗だろう？　ふふ♥」	「因为每天都在保养所以很漂亮吧？fufu♥」
「ん…♥　お前のコレ、とても熱いな…♥」	「嗯…♥你的这个、好烫啊…♥」
%ANAME(TARGET)%は肉棒を尻尾で包み込み、%ANAME(MASTER)%の射精の時を待っている…	%ANAME(TARGET)%用尾巴包住肉棒，等待%ANAME(MASTER)%の射精的那一刻...
「九尾の尻尾で奉仕させるなんて、大した男だよ%ANAME(MASTER)%は♥」	「竟然用九尾的尾巴来服务，真是个了不起的男人啊！%ANAME(MASTER)%桑♥」
毛先がまるで筆のように、カリ首や鈴口を的確に刺激し極上の快感を与えてくる	尾巴的发梢就像笔尖一样，准确地描绘着龟头和马眼，刺激着它们，给予着无上的快感
「先走りがどんどん出てくるな♥　もっと尻尾を味わっておくれ♥」	「不要急着出来哦♥　再多感受一下九尾的魅力吧♥」
「私の尻尾でシコかれるの、どうだ？　毎日手入れしているから綺麗だろう？　ふふ♥」	「被我的尾巴轻抚着，感觉如何？　因为每天都在保养所以很漂亮吧？fufu♥」
%ANAME(TARGET)%の尻尾は毛先がまるで筆のようにカリ首や鈴口を刺激し、%ANAME(MASTER)%を射精へ導いていく	%ANAME(TARGET)% 尾巴的发梢就像笔一样，刺激着龟头和马眼、引导着%ANAME(MASTER)%射精
「さあ、コレで…もっとキモチよくなろうな♥」	「那么，用这个……会变得更舒服吧♥」
「こういうのはどうだろう♥」	「这样的话，如何？♥」
「式が剥がれないかって？　これくらいの対策は万全さ」	「式符会不会被剥去？这种程度的对策已经是完美了」
「尻尾、触りたくないか？　%ANAME(MASTER)%になら許すぞ」	「尾巴，不想摸吗？如果是%ANAME(MASTER)%的话就允许你」
「親交を深めるにはこういう事も必要だよな」	「为了加深友谊，这样的事也是有必要的吧」
「まぁ、親交を深めるにはこういう事も必要ですよね」	「嘛，为了加深友谊这种事也是有必要的吧」
「ふふ♥　私の尻尾、いい毛並みだろう？　これで顔、いっぱい撫でてあげるからな♪」	「fufu♥ 我的尾巴漂亮吧？ 用这个，我会好好摸摸你的脸的♪」
「%ANAME(MASTER)%の身体、温かいな…。私の身体はどうか、確かめておくれ♥」	「%ANAME(MASTER)%的身体，好温暖啊…。我的身体怎么样么，自行确认一下吧♥」
%ANAME(TARGET)%は自慢の尻尾で%ANAME(MASTER)%の顔をさわさわと撫でるように弄んでいる	%ANAME(TARGET)%用自己引以为豪的尾巴轻抚着%ANAME(MASTER)%的脸
%ANAME(TARGET)%は%ANAME(MASTER)%に尻尾を絡めながら、柔らかな肢体を押し当ててくる	%ANAME(TARGET)%一边用尾巴缠着%ANAME(MASTER)%，一边用柔软的身体压了过来
「ふふ♥　…%ANAME(MASTER)%ったら顔が緩んでいるぞ。私の身体と尻尾、どちらが良いのかな♥」	「fufu♥　…%ANAME(MASTER)%的脸变得放松了呢。我的身体和尾巴，哪个更好呢♥」
「私の自慢の尻尾、是非とも堪能していってくれ♥」	「我引以为傲的尾巴，可要好好享受一番啊♥」
「私の尻尾でくすぐられるの、嬉しそうだな%ANAME(MASTER)%は♥」	「被我的尾巴挠着，看起来很开心啊%ANAME(MASTER)%♥」
%ANAME(TARGET)%はふさふさの尻尾で%ANAME(MASTER)%の身体を愛撫するように撫で回して来る	%ANAME(TARGET)%用毛茸茸的尾巴来回抚摸着%ANAME(MASTER)%的身体
「ああ、そんなに気持ち良さそうな顔しちゃったら、私もソノ気になってしまいそうだよ♥」	「啊啊，露出这么舒服的表情的话，我也会兴奋起来的♥」
「%ANAME(MASTER)%、膝枕してほしくないか？　遠慮せずにほら、おいで♥」	「%ANAME(MASTER)%，你不想枕在我膝盖上吗？ 别客气，来吧♥」
「……ふふ、気持ちよさそうな顔しちゃって。%ANAME(MASTER)%は本当に可愛いなぁ♥」	「……fufu，一脸舒服的样子。%ANAME(MASTER)%真可爱啊♥」
「%ANAME(MASTER)%、疲れてないか？　良かったら私がマッサージするぞ」	「你不累吗？如果累的话我给你按摩」
%ANAME(TARGET)%はうつ伏せになった%ANAME(MASTER)%に跨り、絶妙な力加減で筋を揉み解していく	%ANAME(TARGET)%跨过趴着的%ANAME(MASTER)%，以绝妙的力道揉解着肌肉
「さあ、リラックスして…私に全てを委ねてくれ…♥」	「来，放松一下吧…把一切都交给我吧…♥」
しなやかな指から送られる心地よい快感に、%ANAME(MASTER)%は涎を垂らすほど癒された…	被从柔软的手指送来的愉快的快感治愈了，%ANAME(MASTER)%舒服地流下了口水…
「ふふ、好きにしていいぞ…♥」	「fufu，随你喜欢吧…♥」
「手を繋いでいいか？　そう、こうやって指を絡めて…♥」	「想要牵手吗？好啊，像这样十指相绕…♥」
「ふふ、いい顔だ…。もっと堪能しておくれ♥」	「fufu，一脸舒服的样子…请尽情享受吧♥」
%ANAME(TARGET)%は%ANAME(MASTER)%に寄り添い、肩に頭を預けている	%ANAME(TARGET)%贴近%ANAME(MASTER)%，将头托在肩上
「…%ANAME(MASTER)%の体、たくましく感じるよ…。もう少しこのままで…♥」	「…%ANAME(MASTER)%的身体，感觉很宽厚呢…。就这样待会吧…♥」
「%ANAME(MASTER)%、尻尾に入ってみたくないか？　…ふふ♥　どうだ？」	「%ANAME(MASTER)%、不想钻进尾巴里吗？　…fufu♥怎么样？」
%ANAME(TARGET)%は%ANAME(MASTER)%にふわふわの尻尾を向けている	%ANAME(TARGET)%把软绵绵的尾巴朝向%ANAME(MASTER)%
貴方ならどうする？　最高だった	你会怎么做呢？感觉非常棒哦
「%ANAME(MASTER)%、疲れた顔しているぞ。良かったら私がマッサージでもしようか？」	「%ANAME(MASTER)%，你一脸疲惫的样子。如果可以的话，我来做按摩吧？」
「……ふふ♥　ああ、遠慮するな。さあ、リラックスしてくれ…」	「……fufu♥ 撒，别客气。来，放松一下吧…」
%ANAME(TARGET)%は%ANAME(MASTER)%の肩を優しく揉み込み、マッサージを始めた	%ANAME(TARGET)%温柔地揉搓着%ANAME(MASTER)%的肩膀，开始按摩
「%ANAME(MASTER)%って…結構たくましい腕をしているんだな」	「%ANAME(MASTER)%桑…你的手臂真是结实啊」
「へんな所は触らないから安心しておくれ」	「不会碰奇怪的地方的，请放心」
「少し、手を見せてもらってもいいか？」	「可以让我看看你的手吗？」
「お体に触りますよ…」	「让我来摸你的身体…」
「へんな所は触りませんので…」	「奇怪的地方我不会碰的…」
「少し、手を見せてもらってもよろしいですか？」	「可以让我看看你的手吗？」
「尻尾を触ってみたくないか？　%ANAME(MASTER)%になら…いいぞ♪」	「不想摸一下尾巴吗？如果是%ANAME(MASTER)%的话…可以哟♪」
「親交を深めるにはこういう事も必要…なのか？」	「为了加深友谊，这样的事也是必要的…吗？」
「まぁ、親交を深めるにはこういう事も必要…ですよね？」	「嘛，为了加深友谊这种事也是必要的…是吧？」
「ふふ♥　私の尻尾、いい毛並みだろう？　もっといっぱい撫でておくれ♪」	「fufu♥ 我的尾巴包养得很好吧？再多抚摸一点吧♪」
「%ANAME(MASTER)%の身体、温かい…。私の身体はどうか、確かめておくれ♥」	「%ANAME(MASTER)%的身体，温暖的…。请确认我的身体怎么样♥」
%ANAME(TARGET)%は自慢の尻尾で%ANAME(MASTER)%の顔をさわさわと撫でている	%ANAME(TARGET)%用自己引以为豪的尾巴抚摸着%ANAME(MASTER)%的脸
「ふふ♥　蕩けた良い顔だ…そんなに私の尻尾が好きか？　じゃあもっとしてあげるからな♥」	「fufu♥ 一脸舒服的样子…你那么喜欢我的尾巴吗？那我再给你做一点吧♥」
「ふふ♥　…%ANAME(MASTER)%ったら顔が緩んでいるぞ。私の身体と尻尾、どちらが良いのかな？」	「fufu♥　…%ANAME(MASTER)%的连都放松了下来呢。我的身体和尾巴，哪个好呢？」
「…%ANAME(MASTER)%、なんだか疲れた顔つきをしているぞ？　少し休んでいくといい。ほら、ここに頭を乗せて」	「…%ANAME(MASTER)%，总觉得脸上露出疲惫的表情啊？稍微休息一下就好了。来吧，把头放在这里」
%ANAME(TARGET)%は太ももをポンポンと叩き、膝枕に誘う。%ANAME(MASTER)%はそれに応じ、%ANAME(TARGET)%の柔らかな太ももに頭を預ける	%ANAME(TARGET)%啪嗒啪嗒地拍大腿，邀请她枕在膝盖上。%ANAME(MASTER)%相应地将头枕在%ANAME(TARGET)%柔软的大腿上
「遠慮しなくていいぞ。%ANAME(MASTER)%だったら、これくらい何時でもしてあげるからな♥」	「不用客气哦。如果是%ANAME(MASTER)%的话，我随时都会帮你做的♥」
「尻尾に入ってみたい？　ふふ、構わないよ。さあおいで♥」	「想钻进尾巴吗？ fufu，没关系的。来吧♥」
「ん？　どうした%ANAME(MASTER)%？　マッサージしてほしいって？　ふふ、お安い御用だよ。さあ、こっちへ…」	「嗯？怎么了%ANAME(MASTER)%？你说想要按摩吗？fufu，这么简单的需求。来，过来这边…」
「さあ、リラックスして…私に全て任せてくれていいからな…♥」	「来，放松一下吧…全部交给我就好了…♥」
「ふふ…私の尻尾、いい手触りだろう？　もっと触ってくれてもいいんだぞ？」	「呵呵…我的尾巴触感很好吧？想要再摸一下吗？」
「手を繋いでくれないか？　そう、こうやって指を絡めて…♥」	「想要牵手吗？好的，像这样缠绕着手指…♥」
「ふふ、気持ち良さそうな顔…♥」	「fufu，看起来一脸舒服的样子…♥」
「…%ANAME(MASTER)%の体、たくましく感じるよ…。もう少し、このままで…いいか…？」	「…%ANAME(MASTER)%的身体，感觉很沉稳呢…再这样待会…可以吗…？」
「尻尾に入ってみたいか？　ふふ、良いとも。さあどうぞ♥」	「想钻进尾巴吗？fufu，好的。来吧♥」
「ん？　どうした%ANAME(MASTER)%。え？　マッサージしてほしい、って？」	「嗯？怎么了%ANAME(MASTER)%。啊？你说想让我按摩吗？」
「……ふふ♥　しょうがないな。それじゃあ、こっちへ…。そう、リラックスして…」	「……fufu♥没办法啊。那么，到这边来…。是的，放松一下吧…」
「尻尾でくすぐられるの、好きなのか？」	「喜欢被尾巴挠挠吗？」
「さあ、おいで♥」	「来，到这来♥」
%ANAME(TARGET)%は慈しみをこめた瞳で%ANAME(MASTER)%を手招いている	%ANAME(TARGET)%用慈爱的眼睛招手%ANAME(MASTER)%
「さあ、こっちへ…」	「来，到这边…」
「よしよし……いい子、いい子……♥」	「好吧好吧……好孩子，好孩子……♥」
%ANAME(TARGET)%は我が子を慈しむような表情で%ANAME(MASTER)%を撫でている	%ANAME(TARGET)%用慈爱的表情抚摸着%ANAME(MASTER)%
「さあ、おいで　%ANAME(MASTER)%♥」	「来吧，到这来，%ANAME(MASTER)%♥」
「私たちの間に遠慮なんているまい？　さあ、こっちへおいで…♥」	「我们之间需要客气吗？来，这边来…♥」
%ANAME(TARGET)%のふくよかな胸に抱き包められて%ANAME(MASTER)%は優しく頭を撫でられている	%ANAME(TARGET)%用丰满的胸脯所包围着%ANAME(MASTER)%，温柔地抚摸着头
「愛する人とこうしていられる時間って、とても幸せだな…♥」	「能和所爱的人在一起的时间，真是幸福啊…♥」
%ANAME(TARGET)%の甘い香りのする胸に抱き抱えられ、%ANAME(MASTER)%は頭を撫でられている	在充满着%ANAME(TARGET)%甜美香味下，%ANAME(MASTER)%被温柔地抚摸着头
「甘えてくれるととても嬉しいよ…言ってくれればいつでも撫でてあげるからな♥」	「如果能被撒娇的话我会很开心的…告诉我的话我随时都可以的♥」
%ANAME(TARGET)%に抱き抱えられ、%ANAME(MASTER)%は頭を撫でられている。%ANAME(TARGET)%の甘い香りにしばし恍惚とした	%ANAME(TARGET)%抱着%ANAME(MASTER)%的头温柔地抚摸着。沉醉在%ANAME(TARGET)%的甜蜜香味之中
「よしよし、いい子いい子…♥」	「好，好孩子好孩子…♥」
%ANAME(TARGET)%は慈しむような表情で%ANAME(MASTER)%を撫でている	%ANAME(TARGET)%用慈祥的表情抚摸着%ANAME(MASTER)%
「遠慮しなくていいんだぞ？　さあ、こっちへ…♥」	「不用客气哦？来，这边…♥」
%ANAME(TARGET)%のふくよかな胸に抱き包められて%ANAME(MASTER)%は頭を撫でられている	%ANAME(TARGET)%用丰满的胸脯所包围着%ANAME(MASTER)%并温柔地抚摸着头
「遠慮しなくていいぞ？　甘えられるときは甘えておけ♥」	「不用客气哦？该撒娇的时候就撒娇吧♥」
「よしよし、えらいえらい」	「乖 ，好孩子」
小さい子にするようなニュアンスだが、%ANAME(TARGET)%は笑顔で%ANAME(MASTER)%の頭を撫でている	虽然有点像哄小孩子的感觉，但%ANAME(TARGET)%还是笑着抚摸着%ANAME(MASTER)%的头
「撫でられたいのか？」	「想被抚摸吗？」
「撫でられたいですか？」	「想被抚摸吗？」
「ふふ、こんなに大きくして…。我慢できないんだな、仕方ないやつめ♥」	「fufu，变得这么大了…忍耐不住了吗♥　真是没办法的家伙♥」
「%ANAME(MASTER)%の精…ちょっと味見させてくれ」	「%ANAME(MASTER)%的精液…让我尝尝」
「ん…♥…ちゅぶ…♥」	「嗯…♥…啾…♥　嗯…啾…嗯♥」
%ANAME(TARGET)%はまるで飴でも舐めるかのようにしゃぶりつき、%ANAME(MASTER)%を絶頂へ誘う…	%ANAME(TARGET)%就像舔糖一样，紧紧地吸着，让%ANAME(MASTER)%走向绝顶…
「んん…♥　いくらでも飲んであげるから、たっぷり出していいぞ♥」	「嗯♥...啾…噗…♥ 多少都给你喝下去哦、满满的射出来吧~♥」
「ん…♥　ちゅ…♥　れろ…　私の口まんこに、いっぱい出してくれ♥♥」	「嗯…♥啾…♥呜…　在我的嘴里...满满的射出来吧	♥♥」
「%ANAME(MASTER)%の…とっても美味しい…♥」	「嗯...♥啾…呜…♥　%ANAME(MASTER)%的…非常好吃呢…♥」
「んちゅぅ…♥　我慢汁だけじゃ物足りないな♥」	「啊呜…啾♥…啾♥…♥　光是忍耐汁还不够啊♥」
「早く濃いの、出してくれ♥」	「嗯啊♥啾…呣♥　快点把浓浓的精液、射出来~♥」
「ん…♥　じゅ…♥　…いっぱい出していいぞ♥」	「嗯…♥啾…♥呜…再多射点出来♥」
「ふふ…我慢できないんだな♥　いいぞ…」	「fufu…忍耐不住了吗♥　行吧…」
「ちょっと味見させてもらうぞ」	「让我尝尝吧」
「もう…我慢できないのか？　ふふ、しょうがない奴だな…♥」	「已经…不能忍耐吗？fufu，真是没办法的家伙啊…♥」
「%ANAME(MASTER)%の精…ちょっと味見させてもらうぞ」	「%ANAME(MASTER)%的精液…让我尝尝」
「ん…♥　…ちゅぶ…♥」	「嗯…♥…啾…♥」
「ん…ちゅ……ふふ、もっとか？」	「嗯…啾……fufu，还想要吗？」
「ふふ。そうだな、%ANAME(MASTER)%。……うん？　どうかしたかい？」	「fufu，啊，是%ANAME(MASTER)%。……嗯？怎么了？」
%ANAME(TARGET)%は今までの事務的な様子と違い、砕けた口調で親しげに接してきた。どことなく今までより雰囲気が柔らかい…	%ANAME(TARGET)%和至今为止的事务性的样子不同，用平易近人的语调亲切地对待。总觉得气氛比以前柔和…
「ああ、もう堅苦しくするような間柄でもあるまいと思ったんだが、……馴れ馴れしかったかな？」	「啊，我想我们的关系应该不会那么拘谨了吧……是太过亲昵了吗？」
いや、これくらいの方が気楽でいい　　そう告げると%ANAME(TARGET)%はにこりと微笑んだ	不，还是这样比较轻松，我告诉%ANAME(TARGET)%道，她微笑了
「ふふ、ありがとう。私もこれくらいの方がやりやすいよ」	「fufu，谢谢。我也这样做比较轻」
「んん、…%ANAME(MASTER)%のが馴染んできたよ…♥」	「啊呜…已经好点了，可以动了%ANAME(MASTER)%…♥」
「あ゛♥あ゛ぁっ♥♥　%ANAME(MASTER)%っ♥　私も一緒に♥イ…くぅっっ♥♥♥」	「啊゛♥嗯゛哈啊♥♥%ANAME(MASTER)%~♥一起去吧♥啊…呜嗯嗯嗯嗯♥♥♥」
「ああっ♥♥　%ANAME(MASTER)%のがっ♥キたぁっっ♥♥」	「啊啊啊♥♥　%ANAME(MASTER)%的♥好厉害♥♥」
「キモチい゛い゛ぃぃ…♥♥　もっと、もっと注いでぇ♥♥」	「好舒服啊..啊…♥♥再来、更多地注入我里面吧♥♥」
「ふあっ♥♥　あ゛あっ♥♥♥　ぁへぇ…♥　%ANAME(MASTER)%と一緒にイクの…幸せぇ♥♥」	「哈啊♥♥　啊....嗯....♥♥♥嘻嘻…♥一起去了♥真是幸福呢♥♥」
%ANAME(TARGET)%は%ANAME(MASTER)%にしか見せた事が無いであろう淫蕩に耽った顔のまま、同時に達した快感で全身を痙攣させている	%ANAME(TARGET)%露出了只有%ANAME(MASTER)%能看到的痴态，同时高潮的快感让全身痉挛着
「んああっ！　あ゛あっ♥熱いぃ♥♥　%ANAME(TARGET)%の中にぃっ♥　%ANAME(MASTER)%のもっと注いでぇっ♥♥」	「嗯啊！啊，啊♥热热的♥♥ 在%ANAME(TARGET)%的小穴里♥ 再注入一点%ANAME(MASTER)%的精液吧♥♥」
中出しされて絶頂するその姿は、もはや誇り高き式神ではなくただ%ANAME(MASTER)%の子種を求める一匹の雌だ	那中出绝顶的姿态，已经不再是那骄傲的式神了，只是一个寻求着%ANAME(MASTER)%精液的雌性
精液を膣内の深くに注ぐ度、膣はきゅうきゅうと収縮し更なる快感を肉棒に与えて次の射精をねだっている…	每次精液注入阴道内深处，阴道就会突然收缩，给肉棒带来更大的快感，索求着下一次的射精…
「はあぁっ♥♥　%ANAME(MASTER)%♥　私もイクぅっ♥♥　%ANAME(MASTER)%♥大好きィっ♥♥♥♥」	「哈啊啊♥♥　%ANAME(MASTER)%♥我也要去了~♥♥　%ANAME(MASTER)%♥最喜欢了♥♥♥♥」
%ANAME(TARGET)%の蜜壷は%ANAME(MASTER)%の精液を受け止める悦びにひくつき、肉棒をきゅうきゅうと締め付ける	%ANAME(TARGET)%的蜜壶在接受%ANAME(MASTER)%的精液后被喜悦吞噬，温柔地包住肉棒
「あ゛ぁっ♥　はぁ゛っ♥♥　もっと♥　押し付けてっ♥奥に出してぇぇッッ♥♥♥」	「哈啊啊♥哈~♥♥更多♥给我更多♥射到深处去吧♥♥♥」
達すると同時に%ANAME(MASTER)%の熱い精液を受け止め、%ANAME(TARGET)%は全身を震わせて悦んでいる	达到高潮的同时接受了%ANAME(MASTER)%的炙热精液，%ANAME(TARGET)%全身喜悦地颤抖着
「あ、出たぁ！　%ANAME(MASTER)%の熱い精液来たぁっ♥♥」	「啊...出来了！　%ANAME(MASTER)%热热的精液出来了啊♥♥」
